sample_id,iou,f1,precision,recall,accuracy,dice
10378780_15,0.5955156087875366,0.7464869022369385,0.8635533452033997,0.6573709845542908,0.988294243812561,0.7464867234230042
10828720_15,0.4703887701034546,0.6398158073425293,0.5999486446380615,0.6853578090667725,0.9602266550064087,0.6398155093193054
11128870_15,0.7025257349014282,0.8252749443054199,0.8029133081436157,0.8489174246788025,0.9761515259742737,0.8252747654914856
11278840_15,0.5934710502624512,0.7448784708976746,0.7877863645553589,0.7064029574394226,0.9641351103782654,0.744878351688385
11728825_15,0.6301800608634949,0.7731418013572693,0.7617277503013611,0.7849028706550598,0.9859435558319092,0.7731416821479797
12328750_15,0.6036266684532166,0.7528270483016968,0.8108038902282715,0.7025880217552185,0.9814444184303284,0.7528269290924072
15928855_15,0.6696493029594421,0.8021436929702759,0.8747043013572693,0.740699291229248,0.9944866895675659,0.8021436333656311
16078870_15,0.7274875640869141,0.84224933385849,0.8878692388534546,0.8010882139205933,0.996617317199707,0.8422492742538452
17878735_15,0.6012563705444336,0.7509809136390686,0.7472032308578491,0.7547967433929443,0.9972635507583618,0.750980794429779
17878780_15,0.5594416856765747,0.7174899578094482,0.7429455518722534,0.6937205195426941,0.9889879822731018,0.7174897193908691
17878885_15,0.6580891609191895,0.7937923669815063,0.7563214302062988,0.8351694941520691,0.9730773568153381,0.7937922477722168
18028750_15,0.7104645371437073,0.8307271003723145,0.8080427050590515,0.8547216653823853,0.9972048997879028,0.8307269811630249
18178780_15,0.7118688821792603,0.8316863179206848,0.8875348567962646,0.7824500799179077,0.9873440265655518,0.8316861987113953
18328735_15,0.6495144367218018,0.7875220775604248,0.8313738703727722,0.7480643391609192,0.9863986372947693,0.7875219583511353
18328780_15,0.7253177762031555,0.8407933712005615,0.8744593858718872,0.8096233010292053,0.9937382340431213,0.840793251991272
18328960_15,0.7213374376296997,0.8381128311157227,0.8344834446907043,0.8417738080024719,0.9845319986343384,0.8381127715110779
18478735_15,0.6921226382255554,0.8180527091026306,0.7949337959289551,0.8425562977790833,0.9877155423164368,0.8180525302886963
18478900_15,0.6191940903663635,0.7648177742958069,0.7863622307777405,0.7444221377372742,0.9918013215065002,0.7648175954818726
18478930_15,0.7287841439247131,0.8431176543235779,0.840936541557312,0.8453099727630615,0.9852675795555115,0.8431175947189331
20278885_15,0.5445171594619751,0.7050971984863281,0.6616008877754211,0.7547146677970886,0.9861782193183899,0.705096960067749
20728960_15,0.7610962986946106,0.8643438220024109,0.8491725325584412,0.8800669312477112,0.9800488948822021,0.8643437623977661
20878930_15,0.6949433088302612,0.8200196623802185,0.8060135245323181,0.8345209360122681,0.9768315553665161,0.820019543170929
21479035_15,0.6202208995819092,0.7656005620956421,0.769123911857605,0.7621090412139893,0.992313802242279,0.7656004428863525
21779005_15,0.5129960179328918,0.6781197190284729,0.715145468711853,0.6447386741638184,0.980647087097168,0.6781194806098938
22078975_15,0.6281416416168213,0.7716057896614075,0.7656479477882385,0.7776567339897156,0.9588680267333984,0.7716056108474731
22228900_15,0.5627999305725098,0.7202458381652832,0.7367025017738342,0.7045080065727234,0.9846546649932861,0.7202456593513489
22229050_15,0.6694290637969971,0.8019857406616211,0.8112437129020691,0.7929364442825317,0.9757471084594727,0.8019856214523315
22528885_15,0.59098881483078,0.7429202795028687,0.73624187707901,0.7497206330299377,0.9779186844825745,0.7429201006889343
22529065_15,0.6869686841964722,0.8144416213035583,0.7962998747825623,0.8334290981292725,0.9764995574951172,0.8144415020942688
23278915_15,0.6708733439445496,0.8030213117599487,0.7698285579681396,0.8392050862312317,0.9572755694389343,0.8030211925506592
23278930_15,0.6441056132316589,0.7835332751274109,0.7620461583137512,0.8062669634819031,0.9453048706054688,0.7835331559181213
23428540_15,0.5493549108505249,0.709140419960022,0.6832614541053772,0.7370564341545105,0.986074686050415,0.7091401815414429
23428810_15,0.5995761752128601,0.7496690154075623,0.7164503931999207,0.7861173748970032,0.9892497658729553,0.7496688365936279
23429080_15,0.654373288154602,0.7910830974578857,0.8191806077957153,0.7648488879203796,0.94623202085495,0.7910829782485962
23729020_15,0.4168348014354706,0.5884031653404236,0.6427991390228271,0.5424947142601013,0.9438670873641968,0.5884028673171997
23878540_15,0.62078458070755,0.7660298943519592,0.7419400811195374,0.7917361259460449,0.981568455696106,0.7660297155380249
24029035_15,0.5510886311531067,0.7105832099914551,0.6921791434288025,0.7299923896789551,0.9719600081443787,0.7105830311775208
24478825_15,0.6616614460945129,0.7963854670524597,0.7969691753387451,0.7958024740219116,0.9702271223068237,0.7963854074478149
24478855_15,0.6208207011222839,0.7660573720932007,0.7650898098945618,0.7670270800590515,0.962831974029541,0.7660571932792664
24479170_15,0.6952059268951416,0.8202024698257446,0.8394882678985596,0.8017826676368713,0.9771262407302856,0.8202023506164551
24479215_15,0.5842218995094299,0.7375507950782776,0.7028285264968872,0.7758817076683044,0.9698280096054077,0.7375506162643433
24628885_15,0.5994614362716675,0.7495792508125305,0.7895198464393616,0.7134848833084106,0.9644337892532349,0.749579131603241
24629200_15,0.6482213139533997,0.7865708470344543,0.7458961009979248,0.831937313079834,0.9684262275695801,0.7865707278251648
24779275_15,0.6701853275299072,0.8025282025337219,0.8146254420280457,0.7907847762107849,0.9909044504165649,0.8025280833244324
25079170_15,0.5939534902572632,0.7452584505081177,0.7353430390357971,0.7554445266723633,0.9767497777938843,0.7452582716941833
26278720_15,0.4515101909637451,0.6221250891685486,0.7071148753166199,0.5553728938102722,0.9813964366912842,0.6221247315406799
26428735_15,0.6538116335868835,0.7906725406646729,0.7695351243019104,0.8130037188529968,0.9866346716880798,0.7906724214553833
26578720_15,0.5433786511421204,0.7041419744491577,0.7027794718742371,0.7055092453956604,0.9785635471343994,0.7041417360305786
26878690_15,0.7194316983222961,0.8368250727653503,0.828647255897522,0.8451657295227051,0.9931804537773132,0.8368249535560608
