sample_id,iou,f1,precision,recall,accuracy,dice
10378780_15,0.618520200252533,0.7643035054206848,0.8697438836097717,0.6816640496253967,0.9889777898788452,0.7643033862113953
10828720_15,0.49831417202949524,0.6651667356491089,0.7099169492721558,0.6257232427597046,0.9675297737121582,0.665166437625885
11128870_15,0.6905136108398438,0.8169276714324951,0.8068632483482361,0.8272461891174316,0.9754013419151306,0.8169276118278503
11278840_15,0.5383111834526062,0.699873149394989,0.819033145904541,0.6109818816184998,0.9611608982086182,0.6998729109764099
11728825_15,0.6584106087684631,0.794026255607605,0.8047263026237488,0.7836066484451294,0.9875937700271606,0.7940260767936707
12328750_15,0.6243793368339539,0.768760621547699,0.8159608840942383,0.726722240447998,0.9824164509773254,0.7687605023384094
15928855_15,0.6492915153503418,0.7873582243919373,0.8364196419715881,0.7437332272529602,0.993938684463501,0.7873581051826477
16078870_15,0.7431857585906982,0.8526754379272461,0.8650249242782593,0.8406734466552734,0.99672532081604,0.8526753783226013
17878735_15,0.6313434839248657,0.774016797542572,0.7469751834869385,0.803089439868927,0.9974364638328552,0.7740166187286377
17878780_15,0.6113780736923218,0.758826494216919,0.8153101801872253,0.7096617817878723,0.9909071326255798,0.7588263750076294
17878885_15,0.6602799296379089,0.7953839898109436,0.7763795256614685,0.8153419494628906,0.9739715456962585,0.795383870601654
18028750_15,0.7063524723052979,0.8279092907905579,0.7967629432678223,0.8615896105766296,0.9971258044242859,0.8279092311859131
18178780_15,0.7187281250953674,0.8363489508628845,0.8902238607406616,0.7886226177215576,0.987666666507721,0.836348831653595
18328735_15,0.638940691947937,0.7796996831893921,0.8008705377578735,0.7596190571784973,0.9855364561080933,0.7796995639801025
18328780_15,0.7160441875457764,0.834528923034668,0.8575233817100525,0.8127353191375732,0.9934177994728088,0.8345288634300232
18328960_15,0.7383425235748291,0.8494788408279419,0.8352780938148499,0.8641706705093384,0.9854328632354736,0.8494787812232971
18478735_15,0.6953795552253723,0.8203232288360596,0.8064537048339844,0.8346779942512512,0.9880155324935913,0.8203231692314148
18478900_15,0.5623602867126465,0.7198857069015503,0.8174706101417542,0.6431142091751099,0.9910373091697693,0.719885528087616
18478930_15,0.727170467376709,0.842036783695221,0.8374289274215698,0.8466955423355103,0.9851226806640625,0.8420367240905762
20278885_15,0.5970063805580139,0.747657060623169,0.733183741569519,0.7627128958702087,0.9887279868125916,0.7476568818092346
20728960_15,0.7731108069419861,0.8720390200614929,0.8607653975486755,0.8836116194725037,0.9812715649604797,0.8720389008522034
20878930_15,0.7028695940971375,0.8255119919776917,0.8094707131385803,0.8422017693519592,0.9774826765060425,0.8255119323730469
21479035_15,0.5554342269897461,0.7141855955123901,0.7796047329902649,0.6588952541351318,0.9913137555122375,0.7141854166984558
21779005_15,0.5086131691932678,0.6742793917655945,0.7467297315597534,0.614643931388855,0.981224000453949,0.6742790937423706
22078975_15,0.6491537690162659,0.7872568964958191,0.7899557948112488,0.7845761775970459,0.9621142148971558,0.7872568368911743
22228900_15,0.556932806968689,0.7154232859611511,0.7635180354118347,0.6730281710624695,0.9849871397018433,0.715423047542572
22229050_15,0.6626701951026917,0.7971157431602478,0.8386619091033936,0.7594913840293884,0.9760533571243286,0.7971156239509583
22528885_15,0.5800924301147461,0.7342514991760254,0.7398685216903687,0.7287186980247498,0.9775515794754028,0.7342512607574463
22529065_15,0.707995593547821,0.8290368914604187,0.8184165954589844,0.8399361968040466,0.978563129901886,0.8290367722511292
23278915_15,0.6818912625312805,0.8108625411987305,0.7873924970626831,0.8357745409011841,0.9595391154289246,0.8108624815940857
23278930_15,0.6534731388092041,0.7904249429702759,0.7992997169494629,0.7817448973655701,0.9491044282913208,0.7904248833656311
23428540_15,0.6638103723526001,0.7979400157928467,0.8036563396453857,0.792304277420044,0.9907582402229309,0.7979399561882019
23428810_15,0.6403079032897949,0.7807168364524841,0.7964593768119812,0.7655842900276184,0.9911937713623047,0.7807167172431946
23429080_15,0.6706528067588806,0.8028632998466492,0.8437402248382568,0.7657638192176819,0.9499484300613403,0.8028631806373596
23729020_15,0.39706486463546753,0.5684276223182678,0.6791706085205078,0.4887355864048004,0.9451119899749756,0.5684272050857544
23878540_15,0.6494887471199036,0.787503182888031,0.7658162713050842,0.8104540109634399,0.983331561088562,0.7875031232833862
24029035_15,0.5427275896072388,0.7035951614379883,0.6944360136985779,0.7129985094070435,0.9716728925704956,0.7035948634147644
24478825_15,0.659050464630127,0.7944912910461426,0.8087055683135986,0.7807678580284119,0.9704475402832031,0.794491171836853
24478855_15,0.6256067752838135,0.7696903944015503,0.7943655848503113,0.746501624584198,0.9645564556121826,0.7696901559829712
24479170_15,0.6873610019683838,0.8147172927856445,0.834683895111084,0.7956833839416504,0.9764502048492432,0.814717173576355
24479215_15,0.6100248098373413,0.7577832937240601,0.7616938352584839,0.7539123296737671,0.9736648797988892,0.7577831149101257
24628885_15,0.5911591053009033,0.7430548071861267,0.8227730989456177,0.6774195432662964,0.9650475382804871,0.7430546879768372
24629200_15,0.6676496267318726,0.8007073998451233,0.7795716524124146,0.8230209946632385,0.9713484644889832,0.8007073402404785
24779275_15,0.681107223033905,0.8103079199790955,0.8192614316940308,0.8015478849411011,0.9912288784980774,0.8103078603744507
25079170_15,0.6469959616661072,0.7856680750846863,0.7825286388397217,0.7888324856758118,0.9806240200996399,0.7856679558753967
26278720_15,0.4530891180038452,0.6236222982406616,0.7366641163825989,0.5406572818756104,0.9820044636726379,0.623621940612793
26428735_15,0.68046635389328,0.80985426902771,0.8010867834091187,0.8188155889511108,0.9880622029304504,0.8098541498184204
26578720_15,0.572203516960144,0.7279002666473389,0.770485520362854,0.6897755265235901,0.981353759765625,0.7279000878334045
26878690_15,0.7140968441963196,0.8332048654556274,0.8429023623466492,0.8237277865409851,0.9931764602661133,0.8332047462463379
