sample_id,iou,f1,precision,recall,accuracy,dice
10378780_15,0.6538036465644836,0.7906667590141296,0.8732299208641052,0.7223672866821289,0.9899719953536987,0.7906665802001953
10828720_15,0.4973202645778656,0.6642806529998779,0.7163074612617493,0.6192992925643921,0.9677351117134094,0.6642804145812988
11128870_15,0.6890894174575806,0.8159301280975342,0.8093053698539734,0.8226640820503235,0.9753742218017578,0.8159300684928894
11278840_15,0.5541584491729736,0.7131301164627075,0.8075540661811829,0.6384754776954651,0.9619271159172058,0.7131298780441284
11728825_15,0.6488706469535828,0.7870487570762634,0.7837747931480408,0.7903498411178589,0.9869484305381775,0.7870485782623291
12328750_15,0.6153392195701599,0.7618701457977295,0.8317835330963135,0.7027979493141174,0.9823302030563354,0.7618699669837952
15928855_15,0.6642199754714966,0.7982358932495117,0.8878868818283081,0.7250286936759949,0.9944697618484497,0.7982357740402222
16078870_15,0.7344267964363098,0.8468813896179199,0.8955164551734924,0.8032566905021667,0.9967257976531982,0.8468813300132751
17878735_15,0.6334995031356812,0.7756349444389343,0.8506695032119751,0.7127642035484314,0.9977457523345947,0.775634765625
17878780_15,0.6367221474647522,0.778045654296875,0.8331026434898376,0.729814350605011,0.9916066527366638,0.7780454754829407
17878885_15,0.6754503846168518,0.8062912821769714,0.7901356220245361,0.8231211304664612,0.9754604697227478,0.8062911629676819
18028750_15,0.7028955221176147,0.8255298733711243,0.8163210153579712,0.8349487781524658,0.9971680045127869,0.8255298137664795
18178780_15,0.7309518456459045,0.8445664048194885,0.9035017490386963,0.7928488254547119,0.9883377552032471,0.8445663452148438
18328735_15,0.6452521681785583,0.7843810319900513,0.8052653670310974,0.7645522356033325,0.9858368635177612,0.7843808531761169
18328780_15,0.7126038074493408,0.8321876525878906,0.8468973636627197,0.8179800510406494,0.9932626485824585,0.8321875929832458
18328960_15,0.7264335751533508,0.8415425419807434,0.8382076025009155,0.8449039459228516,0.9848653078079224,0.8415424823760986
18478735_15,0.6952664852142334,0.8202446103096008,0.812678873538971,0.8279523253440857,0.9881057739257812,0.8202444911003113
18478900_15,0.5416566133499146,0.7026944756507874,0.8225817084312439,0.613307535648346,0.990706205368042,0.7026942372322083
18478930_15,0.7307116389274597,0.8444060683250427,0.8457364439964294,0.8430797457695007,0.9854493141174316,0.844406008720398
20278885_15,0.599371612071991,0.7495090365409851,0.7330422401428223,0.7667322754859924,0.9887795448303223,0.7495088577270508
20728960_15,0.7672001123428345,0.8682663440704346,0.8677032589912415,0.8688299655914307,0.9809595346450806,0.868266224861145
20878930_15,0.710715651512146,0.8308987021446228,0.8225899934768677,0.8393768072128296,0.9783920049667358,0.830898642539978
21479035_15,0.5244506001472473,0.688052237033844,0.8003507852554321,0.6033892035484314,0.9909884333610535,0.6880519390106201
21779005_15,0.5186929106712341,0.6830783486366272,0.7567151784896851,0.6225014925003052,0.9817360043525696,0.6830780506134033
22078975_15,0.6407932043075562,0.78107750415802,0.803154468536377,0.7601814866065979,0.9619271159172058,0.7810773253440857
22228900_15,0.542586088180542,0.7034762501716614,0.7578885555267334,0.6563530564308167,0.9844853281974792,0.7034759521484375
22229050_15,0.6683995723724365,0.8012465238571167,0.8347523808479309,0.7703264355659485,0.9763289093971252,0.8012464046478271
22528885_15,0.591988205909729,0.7437095046043396,0.769249677658081,0.7198103666305542,0.978887140750885,0.7437092661857605
22529065_15,0.7235557436943054,0.8396083116531372,0.836813747882843,0.842421293258667,0.9800831079483032,0.8396081328392029
23278915_15,0.685997724533081,0.813758909702301,0.7979655861854553,0.8301897048950195,0.9605658054351807,0.8137587904930115
23278930_15,0.6592240333557129,0.7946174144744873,0.8061267137527466,0.783431887626648,0.950278639793396,0.7946172952651978
23428540_15,0.6827597618103027,0.8114764094352722,0.8377889394760132,0.786765992641449,0.9915804266929626,0.8114762306213379
23428810_15,0.6381887793540955,0.7791395783424377,0.8256834149360657,0.7375629544258118,0.9914377927780151,0.7791394591331482
23429080_15,0.6811913847923279,0.8103675246238708,0.8565757870674133,0.7688893675804138,0.9521048665046692,0.8103674650192261
23729020_15,0.4070589542388916,0.5785958170890808,0.7002142667770386,0.49297213554382324,0.946890652179718,0.5785954594612122
23878540_15,0.6031474471092224,0.7524542808532715,0.7363961338996887,0.7692281007766724,0.9807115793228149,0.7524541020393372
24029035_15,0.5667621493339539,0.7234822511672974,0.7057462930679321,0.7421321868896484,0.9732497930526733,0.723482072353363
24478825_15,0.6655604243278503,0.7992031574249268,0.8144177794456482,0.7845462560653687,0.9711564183235168,0.7992029786109924
24478855_15,0.6240628361701965,0.768520712852478,0.7960748076438904,0.7428099513053894,0.9644986391067505,0.7685205340385437
