sample_id,iou,f1,precision,recall,accuracy,dice
10378780_15,0.6913874745368958,0.8175389766693115,0.8508515954017639,0.7867363095283508,0.9907933473587036,0.8175387978553772
10828720_15,0.457917183637619,0.6281803250312805,0.629747748374939,0.6266199946403503,0.9617653489112854,0.6281799674034119
11128870_15,0.6882175207138062,0.8153185844421387,0.7948287129402161,0.8368927240371704,0.9748462438583374,0.8153185248374939
11278840_15,0.5448684692382812,0.7053915858268738,0.834847092628479,0.6106940507888794,0.962191104888916,0.7053914070129395
11728825_15,0.6446602940559387,0.7839435338973999,0.7594625353813171,0.8100550770759583,0.9863741993904114,0.7839434146881104
12328750_15,0.6369986534118652,0.7782520055770874,0.8137540817260742,0.7457179427146912,0.9829084277153015,0.7782518863677979
15928855_15,0.6551505327224731,0.7916508316993713,0.8251230120658875,0.7607882618904114,0.9939577579498291,0.7916507124900818
16078870_15,0.7578799724578857,0.8622658848762512,0.8734981417655945,0.8513188362121582,0.9969342350959778,0.8622658848762512
17878735_15,0.6312753558158875,0.7739655375480652,0.7412728071212769,0.8096747994422913,0.9974146485328674,0.7739654183387756
17878780_15,0.607865571975708,0.7561150789260864,0.7753423452377319,0.7378180623054504,0.990405797958374,0.7561149001121521
17878885_15,0.6648337244987488,0.7986789345741272,0.7775192260742188,0.8210223317146301,0.9743186831474304,0.7986788153648376
18028750_15,0.7115768194198608,0.8314869403839111,0.7972553968429565,0.868789792060852,0.9971742033958435,0.8314868807792664
18178780_15,0.7487529516220093,0.8563279509544373,0.8828135132789612,0.8313851952552795,0.9888515472412109,0.8563278913497925
18328735_15,0.6670895218849182,0.8003045320510864,0.8101081252098083,0.790735125541687,0.9867035746574402,0.8003043532371521
18328780_15,0.7206192016601562,0.8376277685165405,0.8334230780601501,0.8418750166893005,0.9933342337608337,0.8376277685165405
18328960_15,0.7451351284980774,0.853956937789917,0.835735023021698,0.8729910850524902,0.9857968688011169,0.853956937789917
18478735_15,0.6882891058921814,0.8153688907623291,0.7891197800636292,0.8434241414070129,0.9874804615974426,0.8153687715530396
18478900_15,0.5996415615081787,0.74972003698349,0.8104040026664734,0.6974908709526062,0.9916604161262512,0.7497199177742004
18478930_15,0.7222384214401245,0.8387206792831421,0.8299188613891602,0.8477109670639038,0.9847319722175598,0.8387205600738525
20278885_15,0.5780328512191772,0.7325994372367859,0.6843951344490051,0.788108229637146,0.9874039888381958,0.7325992584228516
20728960_15,0.7638359069824219,0.8661077618598938,0.8549715876579285,0.877537727355957,0.9804049134254456,0.866107702255249
20878930_15,0.7037174105644226,0.8260964751243591,0.8097249865531921,0.8431434631347656,0.9775488972663879,0.8260964155197144
21479035_15,0.5779278874397278,0.7325150966644287,0.7527692914009094,0.7133219838142395,0.9914195537567139,0.7325149774551392
21779005_15,0.5391585826873779,0.7005890011787415,0.7341908812522888,0.6699277758598328,0.9818946719169617,0.7005887031555176
22078975_15,0.6415665745735168,0.7816516757011414,0.7737465500831604,0.7897197604179382,0.9605804681777954,0.7816515564918518
22228900_15,0.5666852593421936,0.7234196066856384,0.7223618030548096,0.7244800925254822,0.984467089176178,0.7234194278717041
22229050_15,0.6747783422470093,0.8058122396469116,0.826294481754303,0.7863206267356873,0.9765262007713318,0.8058121204376221
